2021;RO;11;00015;Alta Floresta D'Oeste;22516
2021;RO;11;00023;Ariquemes;111148
2021;RO;11;00031;Cabixi;5067
2021;RO;11;00049;Cacoal;86416
2021;RO;11;00056;Cerejeiras;16088
2021;RO;11;00064;Colorado do Oeste;15213
2021;RO;11;00072;Corumbiara;7052
2021;RO;11;00080;Costa Marques;19255
2021;RO;11;00098;Espigão D'Oeste;33009
2021;RO;11;00106;Guajará-Mirim;46930
2021;RO;11;00114;Jaru;51469
2021;RO;11;00122;Ji-Paraná;131026
2021;RO;11;00130;Machadinho D'Oeste;41724
2021;RO;11;00148;Nova Brasilândia D'Oeste;20504
2021;RO;11;00155;Ouro Preto do Oeste;35445
2021;RO;11;00189;Pimenta Bueno;37098
2021;RO;11;00205;Porto Velho;548952
2021;RO;11;00254;Presidente Médici;18165
2021;RO;11;00262;Rio Crespo;3843
2021;RO;11;00288;Rolim de Moura;55748
2021;RO;11;00296;Santa Luzia D'Oeste;5942
2021;RO;11;00304;Vilhena;104517
2021;RO;11;00320;São Miguel do Guaporé;23147
2021;RO;11;00338;Nova Mamoré;32184
2021;RO;11;00346;Alvorada D'Oeste;13807
2021;RO;11;00379;Alto Alegre dos Parecis;13268
2021;RO;11;00403;Alto Paraíso;22258
2021;RO;11;00452;Buritis;41043
2021;RO;11;00502;Novo Horizonte do Oeste;8125
2021;RO;11;00601;Cacaulândia;6307
2021;RO;11;00700;Campo Novo de Rondônia;14391
2021;RO;11;00809;Candeias do Jamari;28068
2021;RO;11;00908;Castanheiras;2923
2021;RO;11;00924;Chupinguaia;11755
2021;RO;11;00940;Cujubim;27131
2021;RO;11;01005;Governador Jorge Teixeira;7130
2021;RO;11;01104;Itapuã do Oeste;10819
2021;RO;11;01203;Ministro Andreazza;9461
2021;RO;11;01302;Mirante da Serra;10691
2021;RO;11;01401;Monte Negro;16158
2021;RO;11;01435;Nova União;6822
2021;RO;11;01450;Parecis;6319
2021;RO;11;01468;Pimenteiras do Oeste;2127
2021;RO;11;01476;Primavera de Rondônia;2697
2021;RO;11;01484;São Felipe D'Oeste;4962
2021;RO;11;01492;São Francisco do Guaporé;21088
2021;RO;11;01500;Seringueiras;11846
2021;RO;11;01559;Teixeirópolis;4160
2021;RO;11;01609;Theobroma;10348
2021;RO;11;01708;Urupá;11081
2021;RO;11;01757;Vale do Anari;11545
2021;RO;11;01807;Vale do Paraíso;6490
2021;AC;12;00013;Acrelândia;15721
2021;AC;12;00054;Assis Brasil;7649
2021;AC;12;00104;Brasiléia;27123
2021;AC;12;00138;Bujari;10572
2021;AC;12;00179;Capixaba;12280
2021;AC;12;00203;Cruzeiro do Sul;89760
2021;AC;12;00252;Epitaciolândia;18979
2021;AC;12;00302;Feijó;34986
2021;AC;12;00328;Jordão;8628
2021;AC;12;00336;Mâncio Lima;19643
2021;AC;12;00344;Manoel Urbano;9701
2021;AC;12;00351;Marechal Thaumaturgo;19727
2021;AC;12;00385;Plácido de Castro;20147
2021;AC;12;00393;Porto Walter;12497
2021;AC;12;00401;Rio Branco;419452
2021;AC;12;00427;Rodrigues Alves;19767
2021;AC;12;00435;Santa Rosa do Purus;6893
2021;AC;12;00450;Senador Guiomard;23446
2021;AC;12;00500;Sena Madureira;47168
2021;AC;12;00609;Tarauacá;43730
2021;AC;12;00708;Xapuri;19866
2021;AC;12;00807;Porto Acre;19141
2021;AM;13;00029;Alvarães;16396
2021;AM;13;00060;Amaturá;11934
2021;AM;13;00086;Anamã;14292
2021;AM;13;00102;Anori;21937
2021;AM;13;00144;Apuí;22739
2021;AM;13;00201;Atalaia do Norte;20868
2021;AM;13;00300;Autazes;41005
2021;AM;13;00409;Barcelos;27772
2021;AM;13;00508;Barreirinha;32919
