2022;RO;11;00015;Alta Floresta D'Oeste;21718
2022;RO;11;00379;Alto Alegre dos Parecis;13027
2022;RO;11;00403;Alto Paraíso;22495
2022;RO;11;00346;Alvorada D'Oeste;13039
2022;RO;11;00023;Ariquemes;111633
2022;RO;11;00452;Buritis;41366
2022;RO;11;00031;Cabixi;4766
2022;RO;11;00601;Cacaulândia;6244
2022;RO;11;00049;Cacoal;85568
2022;RO;11;00700;Campo Novo de Rondônia;14311
2022;RO;11;00809;Candeias do Jamari;28637
2022;RO;11;00908;Castanheiras;2759
2022;RO;11;00056;Cerejeiras;15576
2022;RO;11;00924;Chupinguaia;11990
2022;RO;11;00064;Colorado do Oeste;14363
2022;RO;11;00072;Corumbiara;6633
2022;RO;11;00080;Costa Marques;19629
2022;RO;11;00940;Cujubim;28162
2022;RO;11;00098;Espigão D'Oeste;32874
2022;RO;11;01005;Governador Jorge Teixeira;6467
2022;RO;11;00106;Guajará-Mirim;46619
2022;RO;11;01104;Itapuã do Oeste;10900
2022;RO;11;00114;Jaru;50198
2022;RO;11;00122;Ji-Paraná;130112
2022;RO;11;00130;Machadinho D'Oeste;42316
2022;RO;11;01203;Ministro Andreazza;9110
2022;RO;11;01302;Mirante da Serra;10268
2022;RO;11;01401;Monte Negro;16087
2022;RO;11;00148;Nova Brasilândia D'Oeste;20121
2022;RO;11;00338;Nova Mamoré;32856
2022;RO;11;01435;Nova União;6565
2022;RO;11;00502;Novo Horizonte do Oeste;7625
2022;RO;11;00155;Ouro Preto do Oeste;34258
2022;RO;11;01450;Parecis;6395
2022;RO;11;00189;Pimenta Bueno;36720
2022;RO;11;01468;Pimenteiras do Oeste;2049
2022;RO;11;00205;Porto Velho;553957
2022;RO;11;00254;Presidente Médici;17133
2022;RO;11;01476;Primavera de Rondônia;2512
2022;RO;11;00262;Rio Crespo;3831
2022;RO;11;00288;Rolim de Moura;55206
2022;RO;11;00296;Santa Luzia D'Oeste;5371
2022;RO;11;01500;Seringueiras;11604
2022;RO;11;01484;São Felipe D'Oeste;4692
2022;RO;11;01492;São Francisco do Guaporé;21343
2022;RO;11;00320;São Miguel do Guaporé;22805
2022;RO;11;01559;Teixeirópolis;3956
2022;RO;11;01609;Theobroma;10063
2022;RO;11;01708;Urupá;10546
2022;RO;11;01757;Vale do Anari;11596
2022;RO;11;01807;Vale do Paraíso;6086
2022;RO;11;00304;Vilhena;106262
2022;AC;12;00013;Acrelândia;16124
2022;AC;12;00054;Assis Brasil;7845
2022;AC;12;00104;Brasiléia;27824
2022;AC;12;00138;Bujari;10841
2022;AC;12;00179;Capixaba;12622
2022;AC;12;00203;Cruzeiro do Sul;91865
2022;AC;12;00252;Epitaciolândia;19466
2022;AC;12;00302;Feijó;35755
2022;AC;12;00328;Jordão;8857
2022;AC;12;00344;Manoel Urbano;9942
2022;AC;12;00351;Marechal Thaumaturgo;20275
2022;AC;12;00336;Mâncio Lima;20158
2022;AC;12;00385;Plácido de Castro;20631
2022;AC;12;00807;Porto Acre;19642
2022;AC;12;00393;Porto Walter;12839
2022;AC;12;00401;Rio Branco;430156
2022;AC;12;00427;Rodrigues Alves;20313
2022;AC;12;00435;Santa Rosa do Purus;7091
2022;AC;12;00500;Sena Madureira;48364
2022;AC;12;00450;Senador Guiomard;24005
2022;AC;12;00609;Tarauacá;44829
2022;AC;12;00708;Xapuri;20368
2022;AM;13;00029;Alvarães;16500
2022;AM;13;00060;Amaturá;12095
2022;AM;13;00086;Anamã;14607
2022;AM;13;00102;Anori;22351
2022;AM;13;00144;Apuí;23049
2022;AM;13;00201;Atalaia do Norte;21302
2022;AM;13;00300;Autazes;41601
2022;AM;13;00409;Barcelos;27747
2022;AM;13;00508;Barreirinha;33228
2022;AM;13;00607;Benjamin Constant;45716
2022;AM;13;00631;Beruri;20864
2022;AM;13;00680;Boa Vista do Ramos;20410
2022;AM;13;00706;Boca do Acre;35115
2022;AM;13;00805;Borba;42749
2022;AM;13;00839;Caapiranga;13633
2022;AM;13;00904;Canutama;16086
2022;AM;13;01001;Carauari;28782
2022;AM;13;01100;Careiro;39133
2022;AM;13;01159;Careiro da Várzea;31995
2022;AM;13;01209;Coari;87105
2022;AM;13;01308;Codajás;30130
2022;AM;13;01407;Eirunepé;36390
2022;AM;13;01506;Envira;21040
2022;AM;13;01605;Fonte Boa;15566
2022;AM;13;01654;Guajará;17388
2022;AM;13;01704;Humaitá;58091
2022;AM;13;01803;Ipixuna;31861
2022;AM;13;01852;Iranduba;50243
2022;AM;13;01902;Itacoatiara;104983
2022;AM;13;01951;Itamarati;7679
2022;AM;13;02009;Itapiranga;9348
2022;AM;13;02108;Japurá;1134
2022;AM;13;02207;Juruá;15865
2022;AM;13;02306;Jutaí;12849
2022;AM;13;02405;Lábrea;48342
2022;AM;13;02504;Manacapuru;100293
2022;AM;13;02553;Manaquiri;34891
2022;AM;13;02603;Manaus;2285019
2022;AM;13;02702;Manicoré;58019
2022;AM;13;02801;Maraã;18217
2022;AM;13;02900;Maués;67079
2022;AM;13;03007;Nhamundá;21888
2022;AM;13;03106;Nova Olinda do Norte;39184
2022;AM;13;03205;Novo Airão;20828
2022;AM;13;03304;Novo Aripuanã;26748
2022;AM;13;03403;Parintins;116961
2022;AM;13;03502;Pauini;19598
2022;AM;13;03536;Presidente Figueiredo;38940
2022;AM;13;03569;Rio Preto da Eva;35536
2022;AM;13;03601;Santa Isabel do Rio Negro;27241
2022;AM;13;03700;Santo Antônio do Içá;20312
2022;AM;13;04005;Silves;9298
2022;AM;13;03809;São Gabriel da Cachoeira;47602
2022;AM;13;03908;São Paulo de Olivença;41494
2022;AM;13;03957;São Sebastião do Uatumã;14978
2022;AM;13;04062;Tabatinga;69651
2022;AM;13;04104;Tapauá;16590
2022;AM;13;04203;Tefé;58481
2022;AM;13;04237;Tonantins;19080
2022;AM;13;04260;Uarini;13926
2022;AM;13;04302;Urucará;15745
2022;AM;13;04401;Urucurituba;24562
2022;RR;14;00050;Alto Alegre;15069
2022;RR;14;00027;Amajari;13999
