ano;uf;cod1;cod2;nome;habitantes
2014;RR;14;00407;Normandia;9953
2014;RR;14;00456;Pacaraima;11667
2014;RR;14;00472;Rorainópolis;26811
2014;RR;14;00506;São João da Baliza;7401
2014;RR;14;00605;São Luiz;7309
2014;RR;14;00704;Uiramutã;9309
2014;PA;15;00107;Abaetetuba;148873
2014;PA;15;00131;Abel Figueiredo;7070
2014;PA;15;00206;Acará;54047
2014;PA;15;00305;Afuá;37004
2014;PA;15;00347;Água Azul do Norte;26105
2014;PA;15;00404;Alenquer;54353
2014;PA;15;00503;Almeirim;33466
2014;PA;15;00602;Altamira;106768
2014;PA;15;00701;Anajás;27051
2014;PA;15;00800;Ananindeua;499776
2014;PA;15;00859;Anapu;24525
2014;PA;15;00909;Augusto Corrêa;43154
2014;PA;15;00958;Aurora do Pará;28974
2014;PA;15;01006;Aveiro;15956
2014;PA;15;01105;Bagre;27491
2014;PA;15;01204;Baião;42513
2014;PA;15;01253;Bannach;3303
2014;PA;15;01303;Barcarena;112921
2014;PA;15;01402;Belém;1432844
2014;PA;15;01451;Belterra;16924
2014;PA;15;01501;Benevides;57393
2014;PA;15;01576;Bom Jesus do Tocantins;16074
2014;PA;15;01600;Bonito;14990
2014;PA;15;01709;Bragança;120124
2014;PA;15;01725;Brasil Novo;15139
2014;PA;15;01758;Brejo Grande do Araguaia;7258
2014;PA;15;01782;Breu Branco;59651
2014;PA;15;01808;Breves;97351
2014;PA;15;01907;Bujaru;27349
2014;PA;15;02004;Cachoeira do Arari;22100
2014;PA;15;01956;Cachoeira do Piriá;30430
2014;PA;15;02103;Cametá;129161
2014;PA;15;02152;Canaã dos Carajás;32366
2014;PA;15;02202;Capanema;65932
2014;PA;15;02301;Capitão Poço;52616
2014;PA;15;02400;Castanhal;186895
2014;PA;15;02509;Chaves;22302
2014;PA;15;02608;Colares;11641
2014;PA;15;02707;Conceição do Araguaia;46302
2014;PA;15;02756;Concórdia do Pará;30801
2014;PA;15;02764;Cumaru do Norte;12069
2014;PA;15;02772;Curionópolis;17844
2014;PA;15;02806;Curralinho;31591
2014;PA;15;02855;Curuá;13333
2014;PA;15;02905;Curuçá;37188
2014;PA;15;02939;Dom Eliseu;55513
2014;PA;15;02954;Eldorado dos Carajás;32544
2014;PA;15;03002;Faro;7504
2014;PA;15;03044;Floresta do Araguaia;19005
2014;PA;15;03077;Garrafão do Norte;25307
2014;PA;15;03093;Goianésia do Pará;37249
2014;PA;15;03101;Gurupá;31182
2014;PA;15;03200;Igarapé-Açu;37112
2014;PA;15;03309;Igarapé-Miri;59998
2014;PA;15;03408;Inhangapi;10876
2014;PA;15;03457;Ipixuna do Pará;56613
2014;PA;15;03507;Irituia;31644
2014;PA;15;03606;Itaituba;98405
2014;PA;15;03705;Itupiranga;51743
2014;PA;15;03754;Jacareacanga;41487
2014;PA;15;03804;Jacundá;55204
2014;PA;15;03903;Juruti;52755
2014;PA;15;04000;Limoeiro do Ajuru;26961
2014;PA;15;04059;Mãe do Rio;28800
2014;PA;15;04109;Magalhães Barata;8260
2014;PA;15;04208;Marabá;257062
2014;PA;15;04307;Maracanã;28643
2014;PA;15;04406;Marapanim;27262
2014;PA;15;04422;Marituba;120305
2014;PA;15;04455;Medicilândia;29444
2014;PA;15;04505;Melgaço;26133
2014;PA;15;04604;Mocajuba;28933
2014;PA;15;04703;Moju;76096
2014;PA;15;04752;Mojuí dos Campos;15341
2014;PA;15;04802;Monte Alegre;56231
2014;PA;15;04901;Muaná;37314
2014;PA;15;04950;Nova Esperança do Piriá;20596
2014;PA;15;04976;Nova Ipixuna;15632
2014;PA;15;05007;Nova Timboteua;14472
2014;PA;15;05031;Novo Progresso;25169
2014;PA;15;05064;Novo Repartimento;69267
2014;PA;15;05106;Óbidos;50317
2014;PA;15;05205;Oeiras do Pará;30490
2014;PA;15;05304;Oriximiná;67939
2014;PA;15;05403;Ourém;16986
2014;PA;15;05437;Ourilândia do Norte;30171
2014;PA;15;05486;Pacajá;43930
2014;PA;15;05494;Palestina do Pará;7444
2014;PA;15;05502;Paragominas;105417
2014;PA;15;05536;Parauapebas;183352
2014;PA;15;05551;Pau D'Arco;5637
2014;PA;15;05601;Peixe-Boi;7881
2014;PA;15;05635;Piçarra;12697
2014;PA;15;05650;Placas;27700
2014;PA;15;05700;Ponta de Pedras;28601
2014;PA;15;05809;Portel;57205
2014;PA;15;05908;Porto de Moz;37669
2014;PA;15;06005;Prainha;29270
2014;PA;15;06104;Primavera;10458
2014;PA;15;06112;Quatipuru;12943
2014;PA;15;06138;Redenção;79917
2014;PA;15;06161;Rio Maria;17755
2014;PA;15;06187;Rondon do Pará;49476
2014;PA;15;06195;Rurópolis;45595
2014;PA;15;06203;Salinópolis;38819
2014;PA;15;06302;Salvaterra;21987
2014;PA;15;06351;Santa Bárbara do Pará;19197
2014;PA;15;06401;Santa Cruz do Arari;9191
2014;PA;15;06500;Santa Izabel do Pará;65251
2014;PA;15;06559;Santa Luzia do Pará;19418
2014;PA;15;06583;Santa Maria das Barreiras;19437
2014;PA;15;06609;Santa Maria do Pará;23790
2014;PA;15;06708;Santana do Araguaia;65062
2014;PA;15;06807;Santarém;290521
2014;PA;15;06906;Santarém Novo;6390
2014;PA;15;07003;Santo Antônio do Tauá;29110
2014;PA;15;07102;São Caetano de Odivelas;17344
2014;PA;15;07151;São Domingos do Araguaia;24235
2014;PA;15;07201;São Domingos do Capim;30701
2014;PA;15;07300;São Félix do Xingu;111633
2014;PA;15;07409;São Francisco do Pará;15341
2014;PA;15;07458;São Geraldo do Araguaia;24828
2014;PA;15;07466;São João da Ponta;5703
2014;PA;15;07474;São João de Pirabas;21767
2014;PA;15;07508;São João do Araguaia;13470
2014;PA;15;07607;São Miguel do Guamá;55191
2014;PA;15;07706;São Sebastião da Boa Vista;24768
2014;PA;15;07755;Sapucaia;5492
2014;PA;15;07805;Senador José Porfírio;12075
2014;PA;15;07904;Soure;24076
2014;PA;15;07953;Tailândia;93906
2014;PA;15;07961;Terra Alta;10973
2014;PA;15;07979;Terra Santa;17783
2014;PA;15;08001;Tomé-Açu;59795
2014;PA;15;08035;Tracuateua;29125
2014;PA;15;08050;Trairão;17880
2014;PA;15;08084;Tucumã;36674
2014;PA;15;08100;Tucuruí;105431
2014;PA;15;08126;Ulianópolis;51956
2014;PA;15;08159;Uruará;44607
2014;PA;15;08209;Vigia;50622
2014;PA;15;08308;Viseu;58694
2014;PA;15;08357;Vitória do Xingu;14242
2014;PA;15;08407;Xinguara;42465
2014;AP;16;00105;Amapá;8553
2014;AP;16;00204;Calçoene;9979
2014;AP;16;00212;Cutias;5291
2014;AP;16;00238;Ferreira Gomes;6714
2014;AP;16;00253;Itaubal;4836
2014;AP;16;00279;Laranjal do Jari;44777
2014;AP;16;00303;Macapá;446757
2014;AP;16;00402;Mazagão;19157
2014;AP;16;00501;Oiapoque;23628
2014;AP;16;00154;Pedra Branca do Amapari;13411
2014;AP;16;00535;Porto Grande;19191
2014;AP;16;00550;Pracuúba;4404
2014;AP;16;00600;Santana;110565
2014;AP;16;00055;Serra do Navio;4850
2014;AP;16;00709;Tartarugalzinho;14754
2014;AP;16;00808;Vitória do Jari;14045
2014;TO;17;00251;Abreulândia;2523
2014;TO;17;00301;Aguiarnópolis;5987
2014;TO;17;00350;Aliança do Tocantins;5645
2014;TO;17;00400;Almas;7480
2014;TO;17;00707;Alvorada;8546
2014;TO;17;01002;Ananás;9900
2014;TO;17;01051;Angico;3355
2014;TO;17;01101;Aparecida do Rio Negro;4561
2014;TO;17;01309;Aragominas;5933
2014;TO;17;01903;Araguacema;6791
2014;TO;17;02000;Araguaçu;8822
2014;TO;17;02109;Araguaína;167176
2014;TO;17;02158;Araguanã;5448
2014;TO;17;02208;Araguatins;33963
2014;TO;17;02307;Arapoema;6821
2014;TO;17;02406;Arraias;10805
2014;TO;17;02554;Augustinópolis;17386
2014;TO;17;02703;Aurora do Tocantins;3654
2014;TO;17;02901;Axixá do Tocantins;9669
2014;TO;17;03008;Babaçulândia;10728
2014;TO;17;03057;Bandeirantes do Tocantins;3379
2014;TO;17;03073;Barra do Ouro;4416
2014;TO;17;03107;Barrolândia;5579
2014;TO;17;03206;Bernardo Sayão;4540
2014;TO;17;03305;Bom Jesus do Tocantins;4361
2014;TO;17;03602;Brasilândia do Tocantins;2166
2014;TO;17;03701;Brejinho de Nazaré;5426
2014;TO;17;03800;Buriti do Tocantins;10681
2014;TO;17;03826;Cachoeirinha;2246
2014;TO;17;03842;Campos Lindos;9207
2014;TO;17;03867;Cariri do Tocantins;4116
2014;TO;17;03883;Carmolândia;2482
2014;TO;17;03891;Carrasco Bonito;3945
2014;TO;17;03909;Caseara;5043
2014;TO;17;04105;Centenário;2771
2014;TO;17;05102;Chapada da Natividade;3363
2014;TO;17;04600;Chapada de Areia;1391
2014;TO;17;05508;Colinas do Tocantins;33535
2014;TO;17;16703;Colméia;8581
2014;TO;17;05557;Combinado;4839
2014;TO;17;05607;Conceição do Tocantins;4224
2014;TO;17;06001;Couto de Magalhães;5370
2014;TO;17;06100;Cristalândia;7393
2014;TO;17;06258;Crixás do Tocantins;1666
2014;TO;17;06506;Darcinópolis;5753
2014;TO;17;07009;Dianópolis;20870
2014;TO;17;07108;Divinópolis do Tocantins;6729
2014;TO;17;07207;Dois Irmãos do Tocantins;7311
2014;TO;17;07306;Dueré;4720
2014;TO;17;07405;Esperantina;10356
2014;TO;17;07553;Fátima;3889
2014;TO;17;07652;Figueirópolis;5403
2014;TO;17;07702;Filadélfia;8824
2014;TO;17;08205;Formoso do Araguaia;18773
2014;TO;17;08254;Fortaleza do Tabocão;2542
2014;TO;17;08304;Goianorte;5125
2014;TO;17;09005;Goiatins;12730
2014;TO;17;09302;Guaraí;24892
2014;TO;17;09500;Gurupi;82762
2014;TO;17;09807;Ipueiras;1843
2014;TO;17;10508;Itacajá;7388
2014;TO;17;10706;Itaguatins;6063
2014;TO;17;10904;Itapiratins;3711
2014;TO;17;11100;Itaporã do Tocantins;2482
2014;TO;17;11506;Jaú do Tocantins;3730
2014;TO;17;11803;Juarina;2253
2014;TO;17;11902;Lagoa da Confusão;11859
2014;TO;17;11951;Lagoa do Tocantins;3957
2014;TO;17;12009;Lajeado;2991
2014;TO;17;12157;Lavandeira;1782
2014;TO;17;12405;Lizarda;3801
2014;TO;17;12454;Luzinópolis;2896
2014;TO;17;12504;Marianópolis do Tocantins;4814
2014;TO;17;12702;Mateiros;2478
2014;TO;17;12801;Maurilândia do Tocantins;3338
2014;TO;17;13205;Miracema do Tocantins;19934
2014;TO;17;13304;Miranorte;13232
2014;TO;17;13601;Monte do Carmo;7412
2014;TO;17;13700;Monte Santo do Tocantins;2213
2014;TO;17;13957;Muricilândia;3395
2014;TO;17;14203;Natividade;9279
2014;TO;17;14302;Nazaré;4239
2014;TO;17;14880;Nova Olinda;11408
2014;TO;17;15002;Nova Rosalândia;4066
2014;TO;17;15101;Novo Acordo;4101
2014;TO;17;15150;Novo Alegre;2350
2014;TO;17;15259;Novo Jardim;2625
2014;TO;17;15507;Oliveira de Fátima;1091
2014;TO;17;21000;Palmas;265409
2014;TO;17;15705;Palmeirante;5543
2014;TO;17;13809;Palmeiras do Tocantins;6272
2014;TO;17;15754;Palmeirópolis;7623
2014;TO;17;16109;Paraíso do Tocantins;48409
2014;TO;17;16208;Paranã;10579
2014;TO;17;16307;Pau D'Arco;4793
2014;TO;17;16505;Pedro Afonso;12698
2014;TO;17;16604;Peixe;11209
2014;TO;17;16653;Pequizeiro;5344
2014;TO;17;17008;Pindorama do Tocantins;4562
2014;TO;17;17206;Piraquê;3024
2014;TO;17;17503;Pium;7264
2014;TO;17;17800;Ponte Alta do Bom Jesus;4652
2014;TO;17;17909;Ponte Alta do Tocantins;7712
2014;TO;17;18006;Porto Alegre do Tocantins;3007
2014;TO;17;18204;Porto Nacional;51846
2014;TO;17;18303;Praia Norte;8158
2014;TO;17;18402;Presidente Kennedy;3750
2014;TO;17;18451;Pugmil;2561
2014;TO;17;18501;Recursolândia;4081
2014;TO;17;18550;Riachinho;4478
2014;TO;17;18659;Rio da Conceição;1938
2014;TO;17;18709;Rio dos Bois;2740
2014;TO;17;18758;Rio Sono;6473
2014;TO;17;18808;Sampaio;4329
2014;TO;17;18840;Sandolândia;3411
2014;TO;17;18865;Santa Fé do Araguaia;7144
2014;TO;17;18881;Santa Maria do Tocantins;3198
2014;TO;17;18899;Santa Rita do Tocantins;2278
2014;TO;17;18907;Santa Rosa do Tocantins;4773
2014;TO;17;19004;Santa Tereza do Tocantins;2729
2014;TO;17;20002;Santa Terezinha do Tocantins;2545
2014;TO;17;20101;São Bento do Tocantins;5026
2014;TO;17;20150;São Félix do Tocantins;1532
2014;TO;17;20200;São Miguel do Tocantins;11436
2014;TO;17;20259;São Salvador do Tocantins;3044
2014;TO;17;20309;São Sebastião do Tocantins;4604
2014;TO;17;20499;São Valério da Natividade;4267
2014;TO;17;20655;Silvanópolis;5318
2014;TO;17;20804;Sítio Novo do Tocantins;9270
2014;TO;17;20853;Sucupira;1878
2014;TO;17;20903;Taguatinga;16086
2014;TO;17;20937;Taipas do Tocantins;2075
2014;TO;17;20978;Talismã;2716
2014;TO;17;21109;Tocantínia;7236
2014;TO;17;21208;Tocantinópolis;23153
2014;TO;17;21257;Tupirama;1751
2014;TO;17;21307;Tupiratins;2402
2014;TO;17;22081;Wanderlândia;11509
2014;TO;17;22107;Xambioá;11722
2014;MA;21;00055;Açailândia;108765
2014;MA;21;00105;Afonso Cunha;6277
2014;MA;21;00154;Água Doce do Maranhão;12146
2014;MA;21;00204;Alcântara;21652
2014;MA;21;00303;Aldeias Altas;25509
2014;MA;21;00402;Altamira do Maranhão;11699
2014;MA;21;00436;Alto Alegre do Maranhão;26056
2014;MA;21;00477;Alto Alegre do Pindaré;31271
2014;MA;21;00501;Alto Parnaíba;10931
2014;MA;21;00550;Amapá do Maranhão;6731
2014;MA;21;00600;Amarante do Maranhão;39974
2014;MA;21;00709;Anajatuba;26618
2014;MA;21;00808;Anapurus;15057
2014;MA;21;00832;Apicum-Açu;17712
2014;MA;21;00873;Araguanã;14843
2014;MA;21;00907;Araioses;44800
2014;MA;21;00956;Arame;31944
2014;MA;21;01004;Arari;29096
2014;MA;21;01103;Axixá;11780
2014;MA;21;01202;Bacabal;102265
2014;MA;21;01251;Bacabeira;16276
2014;MA;21;01301;Bacuri;17280
2014;MA;21;01350;Bacurituba;5477
2014;MA;21;01400;Balsas;90679
2014;MA;21;01509;Barão de Grajaú;18223
2014;MA;21;01608;Barra do Corda;85603
2014;MA;21;01707;Barreirinhas;59623
2014;MA;21;01772;Bela Vista do Maranhão;10836
2014;MA;21;01731;Belágua;7191
2014;MA;21;01806;Benedito Leite;5515
2014;MA;21;01905;Bequimão;20837
2014;MA;21;01939;Bernardo do Mearim;5860
2014;MA;21;01970;Boa Vista do Gurupi;8816
2014;MA;21;02002;Bom Jardim;40405
2014;MA;21;02036;Bom Jesus das Selvas;32133
2014;MA;21;02077;Bom Lugar;15655
2014;MA;21;02101;Brejo;35124
2014;MA;21;02150;Brejo de Areia;4291
2014;MA;21;02200;Buriti;27864
2014;MA;21;02309;Buriti Bravo;23308
2014;MA;21;02325;Buriticupu;69548
2014;MA;21;02358;Buritirana;15055
2014;MA;21;02374;Cachoeira Grande;8762
2014;MA;21;02408;Cajapió;10876
2014;MA;21;02507;Cajari;18850
2014;MA;21;02556;Campestre do Maranhão;13921
2014;MA;21;02606;Cândido Mendes;19567
2014;MA;21;02705;Cantanhede;21299
2014;MA;21;02754;Capinzal do Norte;10725
2014;MA;21;02804;Carolina;23902
2014;MA;21;02903;Carutapera;23021
2014;MA;21;03000;Caxias;160291
2014;MA;21;03109;Cedral;10435
2014;MA;21;03125;Central do Maranhão;8354
2014;MA;21;03158;Centro do Guilherme;12713
2014;MA;21;03174;Centro Novo do Maranhão;20707
2014;MA;21;03208;Chapadinha;76972
2014;MA;21;03257;Cidelândia;14238
2014;MA;21;03307;Codó;119962
2014;MA;21;03406;Coelho Neto;48078
2014;MA;21;03505;Colinas;40097
2014;MA;21;03554;Conceição do Lago-Açu;15554
2014;MA;21;03604;Coroatá;63497
2014;MA;21;03703;Cururupu;31027
2014;MA;21;03752;Davinópolis;12650
2014;MA;21;03802;Dom Pedro;22863
2014;MA;21;03901;Duque Bacelar;11015
2014;MA;21;04008;Esperantinópolis;17238
2014;MA;21;04057;Estreito;39805
2014;MA;21;04073;Feira Nova do Maranhão;8293
2014;MA;21;04081;Fernando Falcão;9932
2014;MA;21;04099;Formosa da Serra Negra;18337
2014;MA;21;04107;Fortaleza dos Nogueiras;12360
2014;MA;21;04206;Fortuna;15226
2014;MA;21;04305;Godofredo Viana;11262
2014;MA;21;04404;Gonçalves Dias;17576
2014;MA;21;04503;Governador Archer;10531
2014;MA;21;04552;Governador Edison Lobão;17430
2014;MA;21;04602;Governador Eugênio Barros;16386
2014;MA;21;04628;Governador Luiz Rocha;7580
2014;MA;21;04651;Governador Newton Bello;10060
2014;MA;21;04677;Governador Nunes Freire;25188
2014;MA;21;04701;Graça Aranha;6147
2014;MA;21;04800;Grajaú;66013
2014;MA;21;04909;Guimarães;11881
2014;MA;21;05005;Humberto de Campos;27679
2014;MA;21;05104;Icatu;26240
2014;MA;21;05153;Igarapé do Meio;13567
2014;MA;21;05203;Igarapé Grande;11533
2014;MA;21;05302;Imperatriz;252320
2014;MA;21;05351;Itaipava do Grajaú;14298
2014;MA;21;05401;Itapecuru Mirim;65713
2014;MA;21;05427;Itinga do Maranhão;25357
2014;MA;21;05450;Jatobá;9596
2014;MA;21;05476;Jenipapo dos Vieiras;16015
2014;MA;21;05500;João Lisboa;23338
2014;MA;21;05609;Joselândia;15792
2014;MA;21;05658;Junco do Maranhão;3539
2014;MA;21;05708;Lago da Pedra;48511
2014;MA;21;05807;Lago do Junco;10565
2014;MA;21;05948;Lago dos Rodrigues;8745
2014;MA;21;05906;Lago Verde;15820
2014;MA;21;05922;Lagoa do Mato;11005
2014;MA;21;05963;Lagoa Grande do Maranhão;12822
2014;MA;21;05989;Lajeado Novo;7287
2014;MA;21;06003;Lima Campos;11612
2014;MA;21;06102;Loreto;11795
2014;MA;21;06201;Luís Domingues;6744
2014;MA;21;06300;Magalhães de Almeida;18982
2014;MA;21;06326;Maracaçumé;20549
2014;MA;21;06359;Marajá do Sena;7689
2014;MA;21;06375;Maranhãozinho;15384
2014;MA;21;06409;Mata Roma;16169
2014;MA;21;06508;Matinha;22673
2014;MA;21;06607;Matões;32773
2014;MA;21;06631;Matões do Norte;15758
2014;MA;21;06672;Milagres do Maranhão;8261
2014;MA;21;06706;Mirador;20586
2014;MA;21;06755;Miranda do Norte;26979
2014;MA;21;06805;Mirinzal;14570
2014;MA;21;06904;Monção;32516
2014;MA;21;07001;Montes Altos;9102
2014;MA;21;07100;Morros;18747
2014;MA;21;07209;Nina Rodrigues;13746
2014;MA;21;07258;Nova Colinas;5183
2014;MA;21;07308;Nova Iorque;4595
2014;MA;21;07357;Nova Olinda do Maranhão;20184
2014;MA;21;07407;Olho d'Água das Cunhãs;19009
2014;MA;21;07456;Olinda Nova do Maranhão;14110
2014;MA;21;07506;Paço do Lumiar;115693
2014;MA;21;07605;Palmeirândia;19213
2014;MA;21;07704;Paraibano;20768
2014;MA;21;07803;Parnarama;34018
2014;MA;21;07902;Passagem Franca;18387
2014;MA;21;08009;Pastos Bons;18848
2014;MA;21;08058;Paulino Neves;15427
2014;MA;21;08108;Paulo Ramos;20539
2014;MA;21;08207;Pedreiras;38582
2014;MA;21;08256;Pedro do Rosário;24183
2014;MA;21;08306;Penalva;36899
2014;MA;21;08405;Peri Mirim;13989
2014;MA;21;08454;Peritoró;22369
2014;MA;21;08504;Pindaré-Mirim;32037
2014;MA;21;08603;Pinheiro;80917
2014;MA;21;08702;Pio XII;21333
2014;MA;21;08801;Pirapemas;18053
2014;MA;21;08900;Poção de Pedras;18191
2014;MA;21;09007;Porto Franco;22956
2014;MA;21;09056;Porto Rico do Maranhão;5909
2014;MA;21;09106;Presidente Dutra;46369
2014;MA;21;09205;Presidente Juscelino;12255
2014;MA;21;09239;Presidente Médici;6755
2014;MA;21;09270;Presidente Sarney;18210
2014;MA;21;09304;Presidente Vargas;11206
2014;MA;21;09403;Primeira Cruz;14758
2014;MA;21;09452;Raposa;29167
2014;MA;21;09502;Riachão;19926
2014;MA;21;09551;Ribamar Fiquene;7563
2014;MA;21;09601;Rosário;41349
2014;MA;21;09700;Sambaíba;5546
2014;MA;21;09759;Santa Filomena do Maranhão;7503
2014;MA;21;09809;Santa Helena;40518
2014;MA;21;09908;Santa Inês;82680
2014;MA;21;10005;Santa Luzia;75762
2014;MA;21;10039;Santa Luzia do Paruá;24507
2014;MA;21;10104;Santa Quitéria do Maranhão;24879
2014;MA;21;10203;Santa Rita;35364
2014;MA;21;10237;Santana do Maranhão;12761
2014;MA;21;10278;Santo Amaro do Maranhão;15110
2014;MA;21;10302;Santo Antônio dos Lopes;14270
2014;MA;21;10401;São Benedito do Rio Preto;18189
2014;MA;21;10500;São Bento;43447
2014;MA;21;10609;São Bernardo;27599
2014;MA;21;10658;São Domingos do Azeitão;7187
2014;MA;21;10708;São Domingos do Maranhão;33716
2014;MA;21;10807;São Félix de Balsas;4554
2014;MA;21;10856;São Francisco do Brejão;11242
