2021;RO;11;00015;Alta Floresta D'Oeste;22090
2021;RO;11;00379;Alto Alegre dos Parecis;13076
2021;RO;11;00403;Alto Paraíso;22099
2021;RO;11;00346;Alvorada D'Oeste;13475
2021;RO;11;00023;Ariquemes;110177
2021;RO;11;00452;Buritis;40721
2021;RO;11;00031;Cabixi;4940
2021;RO;11;00601;Cacaulândia;6228
2021;RO;11;00049;Cacoal;85349
2021;RO;11;00700;Campo Novo de Rondônia;14228
2021;RO;11;00809;Candeias do Jamari;27937
2021;RO;11;00908;Castanheiras;2852
2021;RO;11;00056;Cerejeiras;15799
2021;RO;11;00924;Chupinguaia;11699
2021;RO;11;00064;Colorado do Oeste;14846
2021;RO;11;00072;Corumbiara;6875
2021;RO;11;00080;Costa Marques;19161
2021;RO;11;00940;Cujubim;27127
2021;RO;11;00098;Espigão D'Oeste;32649
2021;RO;11;01005;Governador Jorge Teixeira;6890
2021;RO;11;00106;Guajará-Mirim;46389
2021;RO;11;01104;Itapuã do Oeste;10733
2021;RO;11;00114;Jaru;50637
2021;RO;11;00122;Ji-Paraná;129503
2021;RO;11;00130;Machadinho D'Oeste;41464
2021;RO;11;01203;Ministro Andreazza;9278
2021;RO;11;01302;Mirante da Serra;10477
2021;RO;11;01401;Monte Negro;15981
2021;RO;11;00148;Nova Brasilândia D'Oeste;20204
2021;RO;11;00338;Nova Mamoré;32038
2021;RO;11;01435;Nova União;6689
2021;RO;11;00502;Novo Horizonte do Oeste;7917
2021;RO;11;00155;Ouro Preto do Oeste;34792
2021;RO;11;01450;Parecis;6276
2021;RO;11;00189;Pimenta Bueno;36635
2021;RO;11;01468;Pimenteiras do Oeste;2086
2021;RO;11;00205;Porto Velho;544824
2021;RO;11;00254;Presidente Médici;17723
2021;RO;11;01476;Primavera de Rondônia;2623
2021;RO;11;00262;Rio Crespo;3802
2021;RO;11;00288;Rolim de Moura;55060
2021;RO;11;00296;Santa Luzia D'Oeste;5737
2021;RO;11;01500;Seringueiras;11668
2021;RO;11;01484;São Felipe D'Oeste;4844
2021;RO;11;01492;São Francisco do Guaporé;20945
2021;RO;11;00320;São Miguel do Guaporé;22832
2021;RO;11;01559;Teixeirópolis;4067
2021;RO;11;01609;Theobroma;10173
2021;RO;11;01708;Urupá;10835
2021;RO;11;01757;Vale do Anari;11445
2021;RO;11;01807;Vale do Paraíso;6322
2021;RO;11;00304;Vilhena;103933
2021;AC;12;00013;Acrelândia;15862
2021;AC;12;00054;Assis Brasil;7716
2021;AC;12;00104;Brasiléia;27356
2021;AC;12;00138;Bujari;10668
2021;AC;12;00179;Capixaba;12348
2021;AC;12;00203;Cruzeiro do Sul;90851
2021;AC;12;00252;Epitaciolândia;19147
